file,start_time,end_time,x,y,bird_id,filename,img_idx,img_path,img_url
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r02/02-20171107-MZ000003.wav,52.0840065,55.0840065,8.537224,8.904232,r02,02-20171107-MZ000003,02-20171107-MZ000003-52.08-55.08,assets/02-20171107-MZ000003-52.08-55.08.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/02-20171107-MZ000003-52.08-55.08.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r02/02-20171107-MZ000003.wav,57.361147,60.361147,8.096088,6.405781,r02,02-20171107-MZ000003,02-20171107-MZ000003-57.36-60.36,assets/02-20171107-MZ000003-57.36-60.36.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/02-20171107-MZ000003-57.36-60.36.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r02/02-20171107-MZ000003.wav,64.022534,67.022534,9.284002,6.2749605,r02,02-20171107-MZ000003,02-20171107-MZ000003-64.02-67.02,assets/02-20171107-MZ000003-64.02-67.02.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/02-20171107-MZ000003-64.02-67.02.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r02/02-20171107-MZ000003.wav,71.3500595,74.3500595,9.308825,6.311583,r02,02-20171107-MZ000003,02-20171107-MZ000003-71.35-74.35,assets/02-20171107-MZ000003-71.35-74.35.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/02-20171107-MZ000003-71.35-74.35.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r02/02-20171107-MZ000003.wav,79.896477,82.896477,8.874486,6.1052456,r02,02-20171107-MZ000003,02-20171107-MZ000003-79.9-82.9,assets/02-20171107-MZ000003-79.9-82.9.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/02-20171107-MZ000003-79.9-82.9.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r02/02-20171107-MZ000003.wav,89.4274455,92.4274455,9.284327,6.196206,r02,02-20171107-MZ000003,02-20171107-MZ000003-89.43-92.43,assets/02-20171107-MZ000003-89.43-92.43.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/02-20171107-MZ000003-89.43-92.43.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r02/02-20171107-MZ000003.wav,94.863492,97.863492,9.294205,6.280146,r02,02-20171107-MZ000003,02-20171107-MZ000003-94.86-97.86,assets/02-20171107-MZ000003-94.86-97.86.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/02-20171107-MZ000003-94.86-97.86.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r02/02-20171107-MZ000003.wav,100.72427,103.72427,9.333524,6.314001,r02,02-20171107-MZ000003,02-20171107-MZ000003-100.72-103.72,assets/02-20171107-MZ000003-100.72-103.72.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/02-20171107-MZ000003-100.72-103.72.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000008.wav,0.0,3.0,7.702226,7.9328065,r03,03-20171208-MZ000008,03-20171208-MZ000008-0.0-3.0,assets/03-20171208-MZ000008-0.0-3.0.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000008-0.0-3.0.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000013.wav,0.0419425,3.0419425,7.014026,9.742497,r03,03-20171208-MZ000013,03-20171208-MZ000013-0.04-3.04,assets/03-20171208-MZ000013-0.04-3.04.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000013-0.04-3.04.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000013.wav,9.417775,12.417775,6.8896585,9.512291,r03,03-20171208-MZ000013,03-20171208-MZ000013-9.42-12.42,assets/03-20171208-MZ000013-9.42-12.42.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000013-9.42-12.42.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000016.wav,156.389777,159.389777,8.28841,4.708486,r03,03-20171208-MZ000016,03-20171208-MZ000016-156.39-159.39,assets/03-20171208-MZ000016-156.39-159.39.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000016-156.39-159.39.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000016.wav,202.817698,205.817698,8.304787,4.572409,r03,03-20171208-MZ000016,03-20171208-MZ000016-202.82-205.82,assets/03-20171208-MZ000016-202.82-205.82.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000016-202.82-205.82.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000016.wav,248.3017025,251.3017025,8.430609,4.873128,r03,03-20171208-MZ000016,03-20171208-MZ000016-248.3-251.3,assets/03-20171208-MZ000016-248.3-251.3.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000016-248.3-251.3.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000016.wav,254.42716,257.42716,8.354583,4.740025,r03,03-20171208-MZ000016,03-20171208-MZ000016-254.43-257.43,assets/03-20171208-MZ000016-254.43-257.43.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000016-254.43-257.43.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000016.wav,255.461125,258.461125,8.374388,4.675044,r03,03-20171208-MZ000016,03-20171208-MZ000016-255.46-258.46,assets/03-20171208-MZ000016-255.46-258.46.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000016-255.46-258.46.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000016.wav,259.0695575,262.0695575,8.285635,5.9428544,r03,03-20171208-MZ000016,03-20171208-MZ000016-259.07-262.07,assets/03-20171208-MZ000016-259.07-262.07.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000016-259.07-262.07.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000016.wav,270.986262,273.986262,8.337025,4.818134,r03,03-20171208-MZ000016,03-20171208-MZ000016-270.99-273.99,assets/03-20171208-MZ000016-270.99-273.99.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000016-270.99-273.99.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000016.wav,272.0881135,275.0881135,8.331377,4.851331,r03,03-20171208-MZ000016,03-20171208-MZ000016-272.09-275.09,assets/03-20171208-MZ000016-272.09-275.09.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000016-272.09-275.09.png
/Users/lviotti/Library/CloudStorage/Dropbox/Work/Kitzes/datasets/omao-individual-recordings/audio-clean/r03/03-20171208-MZ000016.wav,279.466862,282.466862,8.732398,5.750245,r03,03-20171208-MZ000016,03-20171208-MZ000016-279.47-282.47,assets/03-20171208-MZ000016-279.47-282.47.png,https://raw.githubusercontent.com/LeonardoViotti/scatter-aiid-app/main/assets/03-20171208-MZ000016-279.47-282.47.png
